,surface_x,surface_y,bh_x,bh_y,standardized_operator_name,gross_perforated_length,number_of_stages,total_proppant,total_fluid,true_vertical_depth,ffs_frac_type,proppant_intensity,frac_fluid_intensity,average_stage_length,average_proppant_per_stage,average_frac_fluid_per_stage,proppant_to_frac_fluid_ratio,frac_fluid_to_proppant_ratio,bin_lateral_length,pad_id,relative_well_position,batch_frac_classification,well_family_relationship,frac_type,frac_seasoning,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y
29834,1453539.248,942328.1034,1448647.934,943096.3851,1238,4227.362204999999,8.0,209428.5714,1015947.657,5171.259843,Slickwater Crosslink Hybrid,49.54119408,240.32661690000003,531.1269685,8087.294643000001,66532.46862999999,0.206141104,4.851046112,1.0,104230,Outer Well,Unknown,Sibling Well,Primary Frac,148.0,1450744.898,942642.2195,1448617.858,942862.7105
29835,1450215.343,952381.9725,1442268.524,953809.1589,1050,7259.84252,8.0,203285.7143,1049278.936,5195.866142,Slickwater Crosslink Hybrid,28.00139448,144.5319142,531.1269685,8087.294643000001,66532.46862999999,0.193738488,5.161597016,1.5,108298,Inner Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,110.0,1445841.944,952939.2246,1442208.791,953357.5887
29836,1433976.978,954132.344,1439302.569,953315.2494,1237,4710.629921,8.0,159428.5714,674715.1044,5220.472441,Slickwater Crosslink Hybrid,33.844427200000005,143.2324584,531.1269685,8087.294643000001,66532.46862999999,0.236290207,4.232083988,1.0,115909,Standalone Well,Unknown,Standalone Well,Primary Frac,110.0,1437029.8369999998,953822.3617,1439337.885,953617.0348
29837,1433460.594,950933.4191,1425921.249,952108.5675,1237,7033.464567,8.0,260428.5714,1431983.2219999998,5145.669290999999,Slickwater Crosslink Hybrid,37.02706809,203.5957113,531.1269685,8087.294643000001,66532.46862999999,0.181865658,5.498564208,1.5,100016,Standalone Well,Unknown,Standalone Well,Primary Frac,110.0,1429341.5180000002,951278.251,1425872.367,951678.8672
29838,1450084.431,951667.367,1442179.306,952691.2247,1050,7259.84252,8.0,195142.8571,1089080.3590000002,5267.7165350000005,Slickwater Crosslink Hybrid,26.87976449,150.0143228,531.1269685,8087.294643000001,66532.46862999999,0.179181321,5.580938882000001,1.5,114656,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,134.0,1445786.821,951972.062,1442138.22,952241.4319
29839,1433715.75,952513.1893,1442179.306,952691.2247,1237,4339.566929,8.0,224428.5714,1523851.736,8866.141732,Slickwater Crosslink Hybrid,51.71681301,351.15295160000005,531.1269685,8087.294643000001,66532.46862999999,0.14727717,6.789918619,1.0,115646,Standalone Well,Unknown,Standalone Well,Primary Frac,134.0,1436876.535,952176.615,1439075.012,951998.7485
29840,1448264.6,974541.9877,1455791.4730000002,973524.1488,1050,6892.716535,8.0,204428.5714,1042632.388,5196.850394,Slickwater Crosslink Hybrid,29.65863609,151.2658155,531.1269685,8087.294643000001,66532.46862999999,0.1960696539999999,5.100228311,1.5,107266,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,145.0,1452341.73,974259.6322,1455831.835,973953.6444
29841,1470833.079,1016414.557,1455791.4730000002,973524.1488,1238,3875.0,8.0,205857.1429,1131928.639,5297.244094,Slickwater Crosslink Hybrid,53.12442396,292.1106166,531.1269685,8087.294643000001,66532.46862999999,0.181864064,5.498612405,1.0,101997,Standalone Well,Unknown,Standalone Well,Primary Frac,145.0,1473521.5280000002,1016136.572,1475557.386,1015900.194
29843,1549257.5880000002,965630.9156,1554234.728,964862.5933,1211,4461.614173,8.0,313714.2857,1618779.655,5048.228346,Slickwater Crosslink Hybrid,70.31407772,362.8237657,531.1269685,8087.294643000001,66532.46862999999,0.193796781,5.160044439,1.0,105476,Standalone Well,Unknown,Standalone Well,Primary Frac,145.0,1552086.256,965349.6259,1554267.8380000002,965154.2905
29844,1549229.675,985666.6556,1555811.2,984670.3681,1238,6888.779528,8.0,395285.7143,2535332.44,5043.307087,Slickwater Crosslink Hybrid,57.38109526,368.037971,531.1269685,8087.294643000001,66532.46862999999,0.155910802,6.413923773,1.5,114362,Standalone Well,Unknown,Standalone Well,Primary Frac,145.0,1553450.341,985231.781,1556927.4330000002,984961.9652
29845,1453309.555,1006752.391,1457967.556,1005976.563,1066,4025.590551,8.0,147857.1429,955892.5289,5349.409449,Slickwater Crosslink Hybrid,36.72930492,237.4539876,531.1269685,8087.294643000001,66532.46862999999,0.154679672,6.464973625,1.0,101912,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,81.0,1456054.3080000002,1006432.298,1458000.885,1006243.391
29846,1482193.367,955721.018,1477430.708,956441.267,1066,4069.88189,8.0,128571.4286,781693.5376,5253.937008,Slickwater Crosslink Hybrid,31.59094835,192.067868,531.1269685,8087.294643000001,66532.46862999999,0.16447805,6.079838626,1.0,115862,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,51.0,1479329.79,955996.525,1477399.705,956170.0532
29847,1494653.905,998134.5562,1499513.377,997396.2356,1066,4145.669290999999,8.0,171428.5714,1145591.523,5304.133858,Slickwater Crosslink Hybrid,41.35124135,276.3345173,531.1269685,8087.294643000001,66532.46862999999,0.149641969,6.682617215,1.0,106661,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,91.0,1497517.501,997839.5183,1499543.8909999998,997672.1196
29848,1450549.242,1027929.768,1449054.573,1020850.692,1028,6367.125984,8.0,171428.5714,1145591.523,6618.110236,Slickwater Crosslink Hybrid,41.35124135,276.3345173,531.1269685,8087.294643000001,66532.46862999999,0.149641969,6.682617215,1.5,107725,Unknown,Unknown,Unknown,Primary Frac,22.0,1450017.079,1024104.843,1449457.603,1020784.466
29849,1447183.259,935174.2271,1439470.6409999998,935597.6422,1050,6964.5669290000005,8.0,76571.42857,723540.1120000001,5303.149606,Slickwater Crosslink Hybrid,10.99442784,103.8887442,531.1269685,8087.294643000001,66532.46862999999,0.105828865,9.44921788,1.5,114040,Standalone Well,Batch-Sequential Frac,Standalone Well,Primary Frac,155.0,1443042.73,934816.0412,1439464.8,935157.2968
29850,1443941.186,948613.2749,1448810.825,947872.384,1237,4578.740157,8.0,171285.7143,903898.1399,5262.795276,Slickwater Crosslink Hybrid,37.40891782,197.4119755,531.1269685,8087.294643000001,66532.46862999999,0.1894967,5.277136763000001,1.0,116370,Standalone Well,Unknown,Standalone Well,Primary Frac,155.0,1446765.103,948353.7084,1448839.931,948151.8733
29851,1443133.398,944173.2868,1448443.66,943254.5038,1237,4779.527559,8.0,138571.4286,688448.1065,5194.88189,Slickwater Crosslink Hybrid,28.99270417,144.0410371,531.1269685,8087.294643000001,66532.46862999999,0.201280862,4.968182212,1.0,110816,Outer Well,Unknown,Infill Child Well,Primary Frac,155.0,1446124.4619999998,943826.4384,1448483.6509999998,943557.8136
29852,1455108.534,952182.2165,1450061.483,953015.9753,1050,4034.448819,8.0,133428.5714,1122032.257,5153.543307,Slickwater Crosslink Hybrid,33.07231729,278.112899,531.1269685,8087.294643000001,66532.46862999999,0.1189168769999999,8.409235331,1.0,114269,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,66.0,1452135.2859999998,952513.6654,1450025.831,952728.62
29853,1448293.283,974512.8004,1440264.51,975811.9852,1050,6891.732282999999,8.0,205000.0,993762.7252,5183.070866,Slickwater Crosslink Hybrid,29.74578692,144.1963623,531.1269685,8087.294643000001,66532.46862999999,0.2062866669999999,4.84762305,1.5,107266,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,139.0,1443753.9519999998,975072.1948,1440207.486,975356.0759
29854,1433075.679,951041.603,1438779.718,950049.6206,1237,4938.976378,8.0,201714.2857,770148.6192,5231.299213,Slickwater Crosslink Hybrid,40.84131413,155.93284119999998,531.1269685,8087.294643000001,66532.46862999999,0.261916052,3.818017234,1.0,106921,Standalone Well,Unknown,Standalone Well,Primary Frac,139.0,1436350.042,950702.8281,1438823.533,950373.4131
29855,1474024.77,933358.2241,1438779.718,950049.6206,1137,4394.685039,8.0,142285.7143,918469.9874,5174.212598,Slickwater Crosslink Hybrid,32.37677172,208.9956343,531.1269685,8087.294643000001,66532.46862999999,0.154916019,6.455110352999999,1.0,106790,Standalone Well,Unknown,Standalone Well,Primary Frac,139.0,1476750.576,932919.6226,1478948.1069999998,932561.9283
29856,1443641.815,931490.306,1451816.512,929621.721,1050,7582.677165000001,8.0,298285.7143,1722089.755,5261.8110240000005,Slickwater Crosslink Hybrid,39.33778371,227.10841,531.1269685,8087.294643000001,66532.46862999999,0.17321148,5.773289407,1.5,116576,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,92.0,1448082.876,930597.5988,1451903.617,930091.7032
29857,1440220.114,957187.3073,1445142.2219999998,956452.7637,1237,4505.905511999999,8.0,212142.8571,648985.1004,5140.748031,Slickwater Crosslink Hybrid,47.08107096,144.0298956,531.1269685,8087.294643000001,66532.46862999999,0.326884018,3.0591890260000003,1.0,102370,Standalone Well,Unknown,Standalone Well,Primary Frac,92.0,1442973.125,956926.9013,1445175.6430000002,956732.4834
29858,1465553.48,950761.8244,1470700.493,949761.0794,1153,4654.527559,10.0,119331.4286,1078769.167,5154.527559,Slickwater Crosslink Hybrid,25.63771018,231.7677043,465.4527559,11933.14286,107876.9167,0.110618131,9.040109382,1.0,102243,Standalone Well,Unknown,Standalone Well,Primary Frac,92.0,1468458.445,950269.6961,1470748.138,950054.5659
29859,1471966.688,955121.9083,1466705.742,955713.3552,1153,4281.4960630000005,10.0,122260.0,1129588.508,5220.472441,Slickwater Crosslink Hybrid,28.55543908,263.83032740000004,428.1496063,12226.0,112958.8508,0.108234104,9.239232031,1.0,100598,Outer Well,Unknown,Infill Child Well,Primary Frac,92.0,1469024.458,955198.3407,1466703.546,955392.0963
29860,1466225.635,951402.9435,1460834.44,952202.4869,1153,4724.409449,10.0,132000.0,1140015.581,5160.433071,Slickwater Crosslink Hybrid,27.94,241.303298,428.1496063,12226.0,112958.8508,0.1157878909999999,8.636481676,1.0,105705,Outer Well,Unknown,Infill Child Well,Primary Frac,92.0,1463147.0469999998,951689.0062,1460803.3390000002,951895.4072
29861,1443740.065,948259.5003,1438884.819,949360.8736,1237,4573.818898,10.0,211285.7143,880012.6362,5186.023622,Slickwater Crosslink Hybrid,46.19459559,192.4021602,428.1496063,12226.0,112958.8508,0.240093955,4.165036142,1.0,111591,Standalone Well,Unknown,Standalone Well,Primary Frac,92.0,1440975.9430000002,948737.4394,1438830.707,949083.6183
29862,1450684.195,991346.6255,1438884.819,949360.8736,1050,4288.385827,10.0,211285.7143,880012.6362,5217.519685,Slickwater Crosslink Hybrid,46.19459559,192.4021602,428.1496063,12226.0,112958.8508,0.240093955,4.165036142,1.0,104292,Standalone Well,Unknown,Standalone Well,Primary Frac,92.0,1453565.133,991075.9729,1455761.439,990872.5887
29863,1486057.679,1033233.954,1485899.82,1031024.453,1275,1973.425197,10.0,211285.7143,880012.6362,5209.645669,Slickwater Crosslink Hybrid,46.19459559,192.4021602,428.1496063,12226.0,112958.8508,0.240093955,4.165036142,0.0,106947,Outer Well,Unknown,Infill Child Well,Primary Frac,92.0,1486134.248,1031966.831,1486024.991,1031023.415
29864,1501613.4730000002,977247.8151,1507017.75,976410.288,1153,4758.858268,10.0,86000.0,752416.6164,5209.645669,Slickwater Crosslink Hybrid,18.07156153,158.1086416,428.1496063,12226.0,112958.8508,0.11429838,8.749030423999999,1.0,103129,Standalone Well,Unknown,Standalone Well,Primary Frac,92.0,1504624.2019999998,976909.0257,1507050.632,976718.8942
29865,1549970.001,975206.1309,1555657.98,974268.5962,1211,3489.173228,10.0,115142.8571,573494.9221,5040.3543310000005,Slickwater Crosslink Hybrid,33.0000403,164.36413000000002,428.1496063,12226.0,112958.8508,0.200773978,4.98072513,1.0,102149,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,61.0,1553245.0369999998,974863.3036,1555696.585,974594.9679
29866,1471966.408,994082.7685,1467572.938,995358.9032,1066,3964.566929,10.0,102857.1429,521941.5451,5280.511811,Slickwater Crosslink Hybrid,25.94410555,131.6515913,428.1496063,12226.0,112958.8508,0.197066403,5.074431688,1.0,109717,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,30.0,1469348.687,994884.0384,1467509.898,995108.64
29867,1534260.312,930515.8826,1539112.168,929772.1443,1138,4342.519685,10.0,276857.1429,1952650.445,5126.968504,Slickwater Crosslink Hybrid,63.75495402,449.658398,428.1496063,12226.0,112958.8508,0.141785307,7.052916984,1.0,106018,Standalone Well,Unknown,Standalone Well,Primary Frac,30.0,1537059.813,930282.1366,1539143.455,930061.3039
29868,1444856.142,988023.7649,1449792.898,987288.5714,1050,4204.724409,10.0,124857.1429,728170.1841,5145.669290999999,Slickwater Crosslink Hybrid,29.69448903,173.1790513,428.1496063,12226.0,112958.8508,0.171466981,5.832026646,1.0,104956,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,54.0,1447640.803,987773.0919,1449823.052,987570.1712
29869,1443355.7880000002,945611.8513,1448680.664,944764.9957,1237,4823.818898,10.0,147714.2857,596108.6875,5217.519685,Slickwater Crosslink Hybrid,30.621855600000004,123.5760919,428.1496063,12226.0,112958.8508,0.247797573,4.035552043,1.0,112259,Standalone Well,Unknown,Standalone Well,Primary Frac,54.0,1446367.866,945309.3616,1448715.621,945071.5411
29870,1468912.4730000002,939436.9229,1474496.642,938476.7261,1238,4793.307087,10.0,174857.1429,1056521.497,5132.874016,Slickwater Crosslink Hybrid,36.47943678,220.4159837,428.1496063,12226.0,112958.8508,0.165502683,6.042198103,1.0,117677,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,18.0,1471998.894,939112.9996,1474537.975,938796.2338
29872,1453898.377,945973.4579,1459602.74,946143.6957,1238,4744.094488000001,10.0,190571.4286,842047.9637,5242.125984,Slickwater Crosslink Hybrid,40.17024303,177.49392759999998,428.1496063,12226.0,112958.8508,0.226318971,4.4185425380000005,1.0,112626,Outer Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,28.0,1457150.049,946656.0436,1459584.8169999998,946414.1371
29873,1453967.9640000002,1015928.113,1448859.295,1015835.066,1066,4096.456693,10.0,190571.4286,414739.838,5227.362204999999,Slickwater Crosslink Hybrid,40.17024303,101.2435549,428.1496063,12226.0,112958.8508,0.226318971,4.4185425380000005,1.0,105094,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,19.0,1451018.0380000002,1015338.659,1448875.0969999998,1015546.047
29874,1482185.981,955672.5987,1487660.6090000002,954887.1054,1066,4670.275591,10.0,157142.8571,1007345.156,5225.393701,Slickwater Crosslink Hybrid,33.64744844,215.6928722,428.1496063,12226.0,112958.8508,0.155997035,6.410378265,1.0,115862,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,23.0,1485440.519,955384.5099,1487674.074,955203.637
29875,1467881.031,932621.5912,1473554.844,931766.6233,1238,4937.992126,10.0,186428.5714,855321.1324,5177.165354,Slickwater Crosslink Hybrid,37.75392238,173.2123322,428.1496063,12226.0,112958.8508,0.217963247,4.587929446,1.0,102578,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,20.0,1471031.733,932265.8051,1473587.216,932037.8092
29876,1482639.118,957990.9637,1477766.794,959440.6099,1066,4153.543307,10.0,107142.8571,815520.4476,5210.629921,Slickwater Crosslink Hybrid,25.79553148,196.3433116,428.1496063,12226.0,112958.8508,0.131379731,7.611524178,1.0,107827,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,27.0,1479740.2880000002,958968.5446,1477696.727,959161.4623
29877,1482646.968,958042.4085,1488122.3490000002,957937.5555,1066,4363.188976,10.0,110714.2857,928670.4652,5215.551181,Slickwater Crosslink Hybrid,25.37462537,212.8421368,428.1496063,12226.0,112958.8508,0.119218054,8.387991298,1.0,107827,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,34.0,1486086.319,958394.4773,1488208.243,958179.5895
29878,1453218.4419999998,944480.9655,1459078.613,942697.5336,1238,4879.92126,10.0,300000.0,1314803.203,5158.464567,Slickwater Crosslink Hybrid,61.47640177,269.43123330000003,428.1496063,12226.0,112958.8508,0.228171029,4.382677345,1.0,111946,Outer Well,Non-Batch Frac,Sibling Well,Primary Frac,27.0,1456632.352,943285.4567,1459213.878,942994.3977
29879,1453531.882,942279.6428,1458933.136,941740.5933,1238,4758.858268,10.0,193285.7143,856313.1325,5225.393701,Slickwater Crosslink Hybrid,40.61598464,179.9408775,428.1496063,12226.0,112958.8508,0.225718498,4.430297064,1.0,104230,Outer Well,Non-Batch Frac,Sibling Well,Primary Frac,50.0,1456621.655,942221.4163,1459028.779,941972.7344
29880,1467441.407,929724.2603,1473041.924,928871.62,1238,4933.070866,10.0,214571.4286,934557.1446,5188.976378,Slickwater Crosslink Hybrid,43.49652263,189.4473382,428.1496063,12226.0,112958.8508,0.229596906,4.3554593960000005,1.0,112569,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,23.0,1470619.699,929412.1542,1473147.126,929133.4782
29881,1468663.128,937796.0653,1474267.959,936947.5897,1238,4877.952756000001,10.0,218000.0,1059595.664,5178.149606,Slickwater Crosslink Hybrid,44.69087974,217.2213871,428.1496063,12226.0,112958.8508,0.205738856,4.860530569,1.0,108063,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,26.0,1471822.789,937456.4949,1474358.4219999998,937228.2128
29882,1450365.081,956313.9648,1445345.2969999998,957060.3929,1050,4011.811024,10.0,134571.4286,923666.9168,5164.370079,Slickwater Crosslink Hybrid,33.54381046,230.2368958,428.1496063,12226.0,112958.8508,0.145692593,6.8637668970000005,1.0,106786,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,55.0,1447355.936,956582.9539,1445315.273,956772.8634
29884,1492470.0780000002,1022793.034,1445345.2969999998,957060.3929,1238,4370.07874,10.0,134571.4286,923666.9168,5325.391477,Slickwater Crosslink Hybrid,33.54381046,230.2368958,428.1496063,12226.0,112958.8508,0.145692593,6.8637668970000005,1.0,113317,Standalone Well,Unknown,Standalone Well,Refrac,55.0,1489624.439,1023056.002,1487443.553,1023229.313
29885,1457030.291,930590.9515,1462527.6090000002,929738.5926,1238,4876.968504,10.0,200285.7143,1002571.893,5230.314961,Slickwater Only,41.06766614,205.5727636,428.1496063,12226.0,112958.8508,0.199771922,5.005708454,1.0,116246,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,159.0,1460133.229,930290.0049,1462563.063,930051.5529
29886,1455124.126,952260.413,1460488.604,951430.9897,1050,4382.874016,10.0,135285.7143,755720.3312,5125.0,Slickwater Crosslink Hybrid,30.86689551,172.4257482,428.1496063,12226.0,112958.8508,0.179015581,5.586105933,1.0,114269,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,107.0,1458294.519,951947.6097,1460525.796,951734.4149
29887,1454440.8180000002,947771.9216,1459793.053,946886.2245,1050,4389.763779999999,10.0,159000.0,773650.5126,5163.385827,Slickwater Crosslink Hybrid,36.2206278,176.2396683,428.1496063,12226.0,112958.8508,0.205519156,4.865726494,1.0,105396,Standalone Well,Batch-Concurrent Frac,Standalone Well,Primary Frac,74.0,1457592.7659999998,947434.4726,1459833.186,947192.8322
29888,1454428.836,947693.1753,1448536.069,948583.6491,1050,4872.047243999999,10.0,170000.0,1907632.902,5175.19685,Slickwater Crosslink Hybrid,34.89292929,391.5464705,428.1496063,12226.0,112958.8508,0.089115678,11.22137001,1.0,105396,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,126.0,1451000.7880000002,948027.1067,1448526.34,948252.0894
29889,1458380.102,970534.2646,1453024.5990000002,971132.8398,1153,4727.362204999999,10.0,100480.0,822575.5321,5166.338583,Slickwater Crosslink Hybrid,21.2549823,174.00306899999998,472.7362205,10048.0,82257.55321,0.122152916,8.186460311,1.0,111080,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,71.0,1455292.231,970614.0766,1453019.789,970849.2399
29890,1466480.257,953074.1961,1461083.2869999998,953884.1882,1153,4768.700787,10.0,100480.0,1138134.176,5151.574803,Slickwater Crosslink Hybrid,21.2549823,238.6675589,472.7362205,10048.0,82257.55321,0.122152916,8.186460311,1.0,113780,Standalone Well,Unknown,Standalone Well,Primary Frac,71.0,1463426.119,953375.9168,1461047.39,953575.7939
29891,1465219.226,948566.7285,1470490.061,948064.7488,1153,4478.346457,10.0,122181.0,1092641.669,5226.377953,Slickwater Crosslink Hybrid,27.28261451,243.9832826,447.8346457,12218.1,109264.1669,0.111821655,8.942811641,1.0,100898,Standalone Well,Unknown,Standalone Well,Primary Frac,71.0,1468301.595,948568.4651,1470493.9130000002,948348.7862
29892,1506893.451,976296.2521,1512368.498,975463.3761,1153,4800.19685,10.0,104242.9286,769063.6190000001,5198.818898,Slickwater Crosslink Hybrid,21.71638619,160.2150168,480.019685,10424.29286,76906.3619,0.13554526,7.377609489,1.0,106283,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,110.0,1510027.467,975987.1684,1512377.188,975755.5836
29893,1454573.79,963553.6715,1446740.888,964882.5561,1153,7330.708661,15.0,158502.4286,1291336.2,5151.574803,Slickwater Crosslink Hybrid,21.62170615,176.1543473,488.7139108,10566.82857,86089.07999,0.122742961,8.147106713,1.5,103561,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,101.0,1450312.7680000002,964140.7657,1446718.324,964494.764
29894,1467136.695,943089.3314,1475023.3930000002,941892.9744,1238,7514.763779999999,15.0,261428.5714,1405106.217,5146.653543,Slickwater Crosslink Hybrid,34.78866124,186.9794259,488.7139108,10566.82857,86089.07999,0.186056092,5.374723236,1.5,100207,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,43.0,1471505.3590000002,942703.1956,1475130.7980000002,942330.3967
29895,1458741.319,973643.2504,1463751.373,973000.8869,1050,4030.511811,15.0,135857.1429,770489.6192,5262.795276,Slickwater Crosslink Hybrid,33.70716902,191.1642132,488.7139108,10566.82857,86089.07999,0.176325728,5.671322119,1.0,110334,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,138.0,1461770.356,973482.8332,1463779.071,973284.1545
29896,1439907.506,955232.1239,1444543.488,954529.0569,1237,4569.88189,15.0,134714.2857,528948.6533,5247.047243999999,Slickwater Crosslink Hybrid,29.47872373,115.74667920000002,488.7139108,10566.82857,86089.07999,0.254683106,3.926448116,1.0,110369,Standalone Well,Unknown,Standalone Well,Primary Frac,138.0,1442691.648,954979.0113,1444869.545,954757.9793
29897,1432753.7759999998,943500.0162,1437281.613,942836.8459,1237,3938.976378,15.0,98428.57143,554063.0857,5181.102362,Slickwater Crosslink Hybrid,24.98836296,140.6616929,488.7139108,10566.82857,86089.07999,0.1776486719999999,5.629087954,1.0,107327,Standalone Well,Unknown,Standalone Well,Primary Frac,138.0,1435409.177,943213.7535,1437348.698,943091.1652
29898,1468268.493,935173.7541,1473869.331,934323.2345,1238,4886.8110240000005,15.0,170000.0,891963.1379999999,5165.3543310000005,Slickwater Crosslink Hybrid,34.78751259,182.5245817,488.7139108,10566.82857,86089.07999,0.190590836,5.246841988,1.0,116644,Inner Well,Non-Batch Frac,Infill Child Well,Primary Frac,28.0,1471425.394,934856.8462,1473954.603,934556.5299
29899,1469995.5980000002,945832.4341,1475661.86,946137.6762,1238,4962.598425,20.0,219242.7143,1058805.164,5184.055118,Slickwater Crosslink Hybrid,44.17901581,213.35701040000004,248.1299213,10962.13571,52940.25819,0.207066155,4.829374455,1.0,111642,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,43.0,1473270.487,946665.9755,1475710.4519999998,946391.2792
29900,1458323.185,973654.5197,1453532.9619999998,974529.7831,1153,4379.92126,20.0,89743.5,681451.7007,5151.574803,Slickwater Crosslink Hybrid,20.48975191,155.5853771,248.1299213,10962.13571,52940.25819,0.131694587,7.593326544,1.0,103080,Outer Well,Unknown,Infill Child Well,Primary Frac,43.0,1455581.958,974073.9294,1453507.492,974268.4464
29901,1459116.0180000002,976005.2686,1453791.726,975789.882,1153,4754.92126,10.0,108548.5714,833791.6290000001,5156.4960630000005,Slickwater Crosslink Hybrid,22.82867907,175.3534041,475.492126,10854.85714,83379.1629,0.130186689,7.681276852000001,1.0,111805,Standalone Well,Unknown,Standalone Well,Primary Frac,43.0,1456137.696,975524.2219,1453795.9619999998,975761.8524
29902,1456964.719,929745.813,1462281.711,928189.901,1238,4604.330709000001,10.0,108548.5714,833791.6290000001,5221.456693,Slickwater Crosslink Hybrid,22.82867907,175.3534041,475.492126,10854.85714,83379.1629,0.130186689,7.681276852000001,1.0,104214,Standalone Well,Unknown,Standalone Well,Primary Frac,43.0,1460160.044,928708.5893,1462356.846,928496.8143
29903,1433748.858,954157.7758,1426407.013,955275.67,1237,6734.251969,10.0,201857.1429,870247.6347,5083.661417,Slickwater Crosslink Hybrid,29.97469412,129.2270676,475.492126,10854.85714,83379.1629,0.231953682,4.31120555,1.5,107099,Standalone Well,Unknown,Standalone Well,Primary Frac,43.0,1429706.469,954539.7527,1426364.083,954879.3095
29904,1435820.166,965861.083,1428137.752,967039.7755,1050,6800.19685,10.0,270714.2857,870247.6347,5180.11811,Slickwater Crosslink Hybrid,39.80977193,129.2270676,475.492126,10854.85714,83379.1629,0.231953682,4.31120555,1.5,114952,Standalone Well,Unknown,Standalone Well,Primary Frac,43.0,1431562.311,966263.0894,1428085.488,966600.2695
29905,1447734.033,971746.2205,1439805.238,973289.9118,1050,5986.220472,10.0,171857.1429,1166127.18,5338.582677,Slickwater Crosslink Hybrid,28.7087894,194.80190980000003,475.492126,10854.85714,83379.1629,0.147374271,6.78544494,1.0,103943,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,140.0,1443454.4230000002,972481.0707,1439736.244,972839.336
29906,1454586.14,944660.3286,1449044.569,946116.7185,1238,4812.992126,10.0,218428.5714,1064648.665,5234.251969,Slickwater Crosslink Hybrid,45.38311423,221.2030764,475.492126,10854.85714,83379.1629,0.205164932,4.874127308,1.0,105622,Inner Well,Non-Batch Frac,Infill Child Well,Primary Frac,30.0,1451316.0769999998,945474.017,1448972.408,945800.9199
29907,1453190.379,937147.3896,1445265.2859999998,938549.1466,1238,7322.834645999999,10.0,329714.2857,1614821.25,5254.92126,Slickwater Crosslink Hybrid,45.02549923,220.5186008,475.492126,10854.85714,83379.1629,0.204180051,4.8976381060000005,1.5,101576,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,45.0,1448858.47,937720.1719,1445205.571,938098.1567
29909,1451892.064,931528.2906,1457217.879,930103.9797,1238,4879.92126,10.0,218285.7143,1056604.164,5268.700787,Slickwater Crosslink Hybrid,44.73140091,216.5207402,475.492126,10854.85714,83379.1629,0.20659176,4.840464099999999,1.0,112176,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,37.0,1454922.426,930680.7966,1457286.729,930411.1555
29910,1447122.96,932592.5345,1452158.1819999998,931996.097,1238,4370.07874,10.0,301000.0,1285477.199,5280.511811,Slickwater Crosslink Hybrid,68.87747748,294.1542419,475.492126,10854.85714,83379.1629,0.234154289,4.270688369,1.0,105578,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,100.0,1449942.82,932510.2516,1452180.523,932281.4163
29911,1453774.506,1011278.981,1458659.486,1010541.955,1066,4160.433071,10.0,301000.0,1285477.199,5230.314961,Slickwater Crosslink Hybrid,68.87747748,294.1542419,475.492126,10854.85714,83379.1629,0.234154289,4.270688369,1.0,113732,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,29.0,1456774.579,1010973.957,1458787.52,1010790.43
